# 状态矩阵（T0 全量覆盖）—— 行数必须 == 实体清单的 Σ状态数
# 口径：状态取**枚举值 + 边界值**（阈值上下各一 / 0 / 上限 / 超界）；⛔ 不取"任意帧"、⛔ 不做笛卡尔全组合
# 「实测 / 结论 / 证据」三列本片**故意留空** = 红行（先出表后修，判据由后续按维度的片填）
# 生成脚本：tools/probes/enumerate/enum_all.py
# 生成时间：见 .ai-tmp/test/t0-red-rows.md
# 维度码表：D1资源 D2几何 D3材质 D4UI D5动画 D6特效 D7音乐 D8音效 D9碰撞 D10逻辑 D11输入 D12流程 S1数值 S2性能 S3设置
维度	实体	状态/事件	边界值	期望表现(出处)	实测	结论	证据
S1数值	tbl:Experience(99 id)	id=27	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:28）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:28）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=27；experience.txt:Amazon（官方 8 职业同值）=3203826；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:30（Level=27）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:4991-4993（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:334（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=28	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:29）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:29）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=28；experience.txt:Amazon（官方 8 职业同值）=3902260；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:31（Level=28）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:4994-4996（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:335（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=29	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:30）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:30）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=29；experience.txt:Amazon（官方 8 职业同值）=4663553；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:32（Level=29）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:4997-4999（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:336（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=30	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:31）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:31）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=30；experience.txt:Amazon（官方 8 职业同值）=5493363；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:33（Level=30）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5000-5002（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:337（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=31	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:32）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:32）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=31；experience.txt:Amazon（官方 8 职业同值）=6397855；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:34（Level=31）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5003-5005（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:338（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=32	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:33）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:33）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=32；experience.txt:Amazon（官方 8 职业同值）=7383752；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:35（Level=32）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5006-5008（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:339（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=33	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:34）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:34）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=33；experience.txt:Amazon（官方 8 职业同值）=8458379；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:36（Level=33）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5009-5011（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:340（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=34	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:35）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:35）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=34；experience.txt:Amazon（官方 8 职业同值）=9629723；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:37（Level=34）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5012-5014（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:341（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=35	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:36）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:36）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=35；experience.txt:Amazon（官方 8 职业同值）=10906488；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:38（Level=35）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5015-5017（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:342（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=36	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:37）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:37）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=36；experience.txt:Amazon（官方 8 职业同值）=12298162；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:39（Level=36）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5018-5020（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:343（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=37	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:38）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:38）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=37；experience.txt:Amazon（官方 8 职业同值）=13815086；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:40（Level=37）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5021-5023（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:344（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=38	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:39）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:39）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=38；experience.txt:Amazon（官方 8 职业同值）=15468534；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:41（Level=38）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5024-5026（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:345（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=39	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:40）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:40）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=39；experience.txt:Amazon（官方 8 职业同值）=17270791；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:42（Level=39）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5027-5029（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:346（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=40	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:41）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:41）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=40；experience.txt:Amazon（官方 8 职业同值）=19235252；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:43（Level=40）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5030-5032（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:347（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=41	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:42）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:42）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=41；experience.txt:Amazon（官方 8 职业同值）=21376515；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:44（Level=41）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5033-5035（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:348（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=42	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:43）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:43）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=42；experience.txt:Amazon（官方 8 职业同值）=23710491；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:45（Level=42）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5036-5038（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:349（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=43	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:44）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:44）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=43；experience.txt:Amazon（官方 8 职业同值）=26254525；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:46（Level=43）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5039-5041（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:350（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=44	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:45）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:45）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=44；experience.txt:Amazon（官方 8 职业同值）=29027522；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:47（Level=44）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5042-5044（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:351（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=45	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:46）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:46）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=45；experience.txt:Amazon（官方 8 职业同值）=32050088；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:48（Level=45）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5045-5047（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:352（行结论=一致 差值=0）
S1数值	tbl:Experience(99 id)	id=46	—	逐字段与官方 txt 相等（出处：client/Assets/StreamingAssets/Table/Experience.tsv:47）	工程值（client/Assets/StreamingAssets/Table/Experience.tsv:47）↔ 原版值（官方 txt）逐字段（差值全 0 ⇒ 逐字段两侧同值；值照 .ai-tmp/screenshots/s1_value_diff.tsv 抄，⛔ 未改字/未四舍五入）：experience.txt:Level=46；experience.txt:Amazon（官方 8 职业同值）=35344686；experience.txt:ExpRatio=1024	一致	判据出处：原版资源/参考工程_Diablerie/d2lod1.10txt/data/global/excel/experience.txt:49（Level=46）；本行列级核对列（该官方行的这些列逐格 == 字段级产物官方值）：Level/Amazon/ExpRatio；产物：.ai-tmp/screenshots/s1_value_diff.tsv:5048-5050（3 字段：一致 3 / 缺官方值 0） + .ai-tmp/screenshots/s1_value_diff.rows.tsv:353（行结论=一致 差值=0）
